Symbol,Description
PRAC.L,Invesco Markets II Plc
PRD.L,Predator Oil & Gas Holdings Plc
PRE.L,Pan Andean Res
PREM.L,Premier African Minerals
PRES.L,Pressure Technologies Plc
PRFD.L,Source Markets II Plc
PRFP.L,Invesco Markets II Plc
PRIC.L,Amundi Index Solutions
PRIE.L,Amundi Index Solutions
PRIG.L,Amundi Index Solutions
PRIJ.L,Amundi Index Solutions
PRIM.L,Primorus Investments Plc
PRIP.L,Amundi Index Solutions
PRIR.L,Amundi Index Solutions
PRIT.L,Amundi Index Solutions
PRIU.L,Amundi Index Solutions
PRIW.L,Amundi Index Solutions
PRIZ.L,Amundi Index Solutions
PRM.L,Proteome Sciences Plc
PRMG.L,UBS Ag
PRMU.L,UBS Ag
PROC.L,
PRSR.L,Prs REIT [The] Plc
PRTC.L,Puretech Health Plc
PRU.L,Prudential Plc
PRUC.L,Amundi Index Solutions
PRUD.L,Prudential Plc
PRUS.L,Powershares Glbal Funds
PRV.L,Porvair Plc
PSDL.L,Phoenix Spree Deutschlan
PSH.L,Pershing Square Holdings Ltd
PSHD.L,Pershing Square Holdings Ltd
PSN.L,Persimmon Plc
PSON.L,Pearson Plc
PSRE.L,Powershares Glbal Funds Ireland Plc
PSRF.L,Powershares Glbal Funds Ireland Plc
PSRM.L,Powershares Glbal Funds Ireland Plc
PSRU.L,Powershares Glbal Funds Ireland Plc
PSRW.L,Powershares Glbal Funds Ireland Plc
PTAL.L,Petrotal Corporation
PTEC.L,Playtech Limited
PTY.L,Parity Group Plc
PUIG.L,Source Markets II Plc
PUIP.L,Invesco Markets II Plc
PUS3.L,ETFS Foreign Exchange Li
PUS5.L,ETFS Foreign Exchange Limited
PVN.L,Proven Vct Plc
PXC.L,Phoenix Copper Ltd.
PXS.L,Provexis Plc
PYC.L,Physiomics Plc
PYX.L,Paychex
PZC.L,Pz Cussons Plc
QBT.L,
QDII1.L,Ftse/Xinhua Hong Kong IN
QDIV.L,Ishares II Plc
QED.L,Quintain Estates and Development Plc
QLT.L,Quilter Plc
QQ.L,qinetiq group ord gbp0
QQQ3.L,Boost Issuer Public Limi
QQQS.L,Boost Issuer Public Limi
QRT.L,Quarto Group Incorporated
QTX.L,Quartix Holdings Plc
QUID.L,Pimco Fixed Income Source ETFS Plc
QUIZ.L,Quiz Plc
R0EU.L,FTSE Epra/Nareit Eurozone Capped Index N
R0UK.L,FTSE E/N Deexukcap
R1CPF.L,Russell 1000 Comprehensive Factor Index
R1DE.L,Russell 1000 Pure Domestic Exposure Inde
R1DEN.L,Russell 1000 Domestic Exposure Net
R1DSEW.L,Russell 1000 Dividend Select Equal Weigh
R1EVEW.L,Russell 1000 Enhanced Value Equal Weight
R1FPMF.L,Russell 1000 Momentum Factor Index
R1FQF.L,Russell 1000 Quality Factor Index
R1FSF.L,Russell 1000 Size Factor Index
R1FVAF.L,Russell 1000 Value Factor Index
R1FVF.L,Russell 1000 Volatility Factor Index
R1FYF.L,Russell 1000 Yield Factor Index
R1LB.L,Russell 1000 Low Beta Equal Weight Index
R1MFF.L,Russell 1000 Momentum Focused Factor Ind
R1MFFR.L,Russell 1000 Momentum Focused Factor Net
R1VFF.L,Russell 1000 Low Volatility Focused Fact
R1VFFR.L,Russell 1000 Low Volatility Focused Fact
R1VQQF.L,Russell 1000 2Qual/Val 5% Capped Factor
R1VQQFN.L,Russell 1000 2Qual/Val 5% Capped Factor
R1YFF.L,Russell 1000 Yield Focused Factor Index
R1YFFR.L,Russell 1000 Yield Focused Factor Net Ta
R2CPF.L,Russell 2000 Comprehensive Factor Index
R2DSEW.L,Russell 2000 Dividend Select Equal Weigh
R2SC.L,SSGA SPDR ETFS Europe II
R2US.L,SSGA SPDR ETFS Europe II
R3DE.L,Russell 3000 Dividend Elite Index
RA32.L,ROYAL BANK OF SCOTLAND CALL WTS 17/12/10(GOLD)USD 1700
RAI.L,Ra International Group Plc
RAT.L,Rathbone Brothers Plc
RB07.L,ROYAL BANK OF SCOTLAND IDX CERT 2/10/13(RUSSIAN DEPOSITARY IDX)
RB19.L,ROYAL BANK OF SCOTLAND CERTS 12/01/15(FTSE 100 INDEX)GBP
RB31.L,Royal Bank of Scotland P
RBD.L,Reabold Resources Plc
RBG.L,Revolution Bars Group Pl
RBGP.L,Rosenblatt Group Plc
RBN.L,Robinson Plc
RBOD.L,Ishares IV Plc
RBOT.L,Ishares IV Plc
RBTX.L,Ishares IV Plc
RBW.L,Rainbow Rare Earths Limited
RC2.L,Reconstruction Capital I
RC33.L,ROYAL BANK OF SCOTLAND CALL WTS 16/09/10(FTSE 100 INDEX)GBP7500
RC91.L,ROYAL BANK OF SCOTLAND CALL WTS 30/11/10(H/G ALUM DE10)USD2600
RCDO.L,Ricardo Plc
RCH.L,Reach Plc
RCN.L,Redcentric Plc
RCOI.L,Riverstone Credit Opportunities Income P
RCP.L,Rit Capital Partners Plc
RD57.L,ROYAL BANK OF SCOTLAND CALL WTS 17/09/10(GBP/USD(COMPST))USD2
RDT.L,Rosslyn Data Technologie
RDW.L,Redrow Plc
RE.L,R.e.a. Holdings
RE.B.L,R.E.A. Holdings Plc
RE27.L,ROYAL BANK OF SCOTLAND CALL WTS 16/09/10(FTSE 100 IDX)GBP4250
RE72.L,ROYAL BANK OF SCOTLAND PUT WTS 17/03/11(FTSE 100)GBP6000
RE85.L,ROYAL BANK OF SCOTLAND PUT WTS 17/06/11(LLOYDS BKG GR)GBP0.40
REAT.L,React Group Plc
REC.L,Record Plc
RECI.L,Real Estate Credit Investments Pcc Limit
REDD.L,Redde Plc
REDX.L,Redx Pharma Plc
REE.L,Red Elec DE Esp
REL.L,Reed Elsevier Plc
RENE.L,Reneuron Group Plc
RENW.L,reneuron group wts(to sub for ord)
RENX.L,Renalytix Ai Plc
RESI.L,Residential Secure Income Plc
REUS.L,RBS Market Access
RF62.L,ROYAL BANK OF SCOTLAND PUT WTS 17/09/10(GOLD)USD900
RF83.L,ROYAL BANK OF SCOTLAND PUT WTS 17/12/10(CITIGROUP INC)USD4.5
RFG.L,EUROLINK MANAGED SERVICES ORD GBP0.02
RFX.L,Ramsdens Holdings Plc
RG11.L,ROYAL BANK OF SCOTLAND PUT WTS 15/12/10(FTSE/JSE TOP40)ZAR25000
RGD.L,The Real Good Food Company Plc
RGL.L,Regional REIT Limited
RGL1.L,Regional REIT Limited
RGO.L,Riverfort Global Opportunities Plc
RGP.L,Ross Group Plc
RH21.L,ROYAL BANK OF SCOTLAND PUT WTS 11/05/11(IBC FUT JUN11)USD70
RH48.L,ROYAL BANK OF SCOTLAND PUT WTS 18/03/11(PLATINUM)USD1300
RHIM.L,Rhi Magnesita N.V.
RHM.L,Resource Holding Management Limited
RI03.L,ROYAL BANK OF SCOTLAND PLC CALL WTS 17/06/11(XSTRATA)GBP11
RI46.L,ROYAL BANK OF SCOTLAND PUT WTS 15/03/12(FTSE 100)GBP5500
RI54.L,ROYAL BANK OF SCOTLAND CALL WTS 15/9/11(EURO STX50 IDX)EUR3500
RICA.L,Ruffer Investment Company Ltd
RICI.L,RBS Market Access
RICO.L,Ricoh CO Ltd
RIEG.L,Legal & General Ucits ETF Public Limited
RIEU.L,Legal & General Ucits ETF Public Limited
RIFS.L,Reliance Infrastructure
RIGD.L,Reliance Industries Limi
RIII.L,Rights & Issues Investment Trust Plc
RIO.L,Rio Tinto Plc
RIOB.L,FTSE Russia Iob Index
RIOL.L,Lyxor International Asse
RIOU.L,Lyxor International Asse
RISE.L,Ishares IV Plc
RIUG.L,Legal & General Ucits ETF Public Limited
RIUS.L,Legal & General Ucits ETF Public Limited
RKH.L,Rockhopper Exploration Plc
RKT.L,
RKW.L,
RLE.L,Real Estate Investors Plc
RM.L,RM Plc
RMDSEW.L,Russell Midcap Dividend Select Equal Wei
RMII.L,
RMMC.L,River and Mercantile UK
RMV.L,Rightmove Plc
RNEW.L,
RNK.L,Rank Group Plc
RNO.L,Renold Plc
RNWH.L,Renew Holdings Plc
RNXGUS.L,FTSE Epra/Nareit Global
ROBE.L,Go Ucits ETF Solutions P
ROBG.L,Go Ucits ETF Solutions P
ROBO.L,Go Ucits ETF Solutions P
ROL.L,Rotala Plc
ROLG.L,Ishares Vi Plc
ROLL.L,Ishares Vi Plc
ROO.L,
ROOF.L,
ROR.L,Rotork Plc
RPDEU.L,FTSE Epra/Nareit Developed Eurozone Net
RPRA.L,FTSE Epra/Nareit Developed Europe Index
RQFI.L,DB X-Trackers
RQIH.L,Randall & Quilter Investment Holdings Pl
RR.L,Rolls Royce Group
RRR.L,Red Rock Resources Plc
RS1.L,
RS2G.L,Amundi ETF
RS2U.L,Amundi ETF
RSAB.L,Rsa Insurance Group Plc
RSE.L,Riverstone Energy Limite
RSG.L,Resolute Mining Limited
RSGL.L,Lyxor International Asse
RST.L,Restore Plc
RSW.L,Renishaw Plc
RTC.L,Rtc Group Plc
RTN.L,Restaurant Group Plc
RTO.L,Rentokil Initial Plc
RTOP.L,Regtech Open Project PLC
RTW.L,Rtw Venture Fund Limited
RTWO.L,Etfx Fund Company Plc
RTWP.L,Etfx Fund Company Plc
RTYS.L,Source Markets Public Limited Company
RUA.L,
RUR.L,Rurelec Plc
RUSG.L,Lyxor International Asse
RWA.L,Robert Walters Plc
RWI.L,Renewi Plc
RWS.L,Rws Holdings Plc
S100.L,Source Markets Public Li
S247.L,SOCIETE GENERALE ACCEPTANCE NV PUT WTS 01/06/05M&S A1 GBX348 C
S250.L,Source Markets Public Li
S32.L,South32 Limited
S400.L,Source Markets Public Li
S5SD.L,UBS (Irl) ETF Plc
S600.L,Source Markets Public Li
S6EW.L,Ossiam Lux
S7XP.L,Source Markets Public Li
SAA.L,M&C Saatchi Plc
SAAA.L,Ishares Vi Plc [The Comp
SAAS.L,
SAE.L,Simec Atlantis Energy Limited
SAEM.L,Ishares IV Plc
SAEU.L,Ishares IV Plc
SAFE.L,Safestore Holdings Plc
SAG.L,Sagentia Group Plc
SAGA.L,Saga Plc
SAGG.L,Ishares III Plc
SAIN.L,Scottish American Investment Co. Plc
SAJP.L,Ishares IV Plc
SAL.L,Spaceandpeople Plc
SALL.L,ETFS Commodity Securities Limited
SANB.L,Santander UK Plc
SAR.L,Sareum Holdings Plc
SASU.L,Ishares IV Plc
SAUM.L,Ishares IV Plc
SAUS.L,Ishares III Plc
SAV.L,Savannah Resources Plc
SAWD.L,Ishares IV Plc
SBDS.L,
SBEG.L,UBS ETF
SBEM.L,UBS ETF
SBID.L,State Bank of India
SBIO.L,Source Markets Public Li
SBO.L,
SBRE.L,Sabre Insurance Group Plc
SBRT.L,ETFS Commodity Securities Limited
SBRY.L,Sainsbury [J] Plc
SBSI.L,
SBTX.L,Skinbiotherapeutics Plc
SBUL.L,ETFS Commodity Securities Limited
SBUS.L,UBS Ag
SBUY.L,Powershares Glbal Funds
SC08.L,societe generale acceptance nv call wts 17/3/06f100 e0.001 gbp5725 c
SC25.L,SOCIETE GENERALE ACCEPTANCE NV PUT WTS 19/06/09(FTSE100 IDX) GBP3800
SC28.L,societe generale acceptance nv call wts 15/09/06vod e1 gbx115 c
SC85.L,societe generale acceptance nv put wts 15/12/06sx50 e0.01 eur3700 c
SCDN.L,FTSE Developed Small Cap
SCDNCH.L,FTSE Small Cap Net Chf I
SCDNEU.L,FTSE Small Cap Net EUR I
SCDNUK.L,FTSE Small Cap Net GBP I
SCE.L,Surface Transforms Plc
SCF.L,Schroder Income Growth Fund Plc
SCGL.L,Sealand Capital Galaxy Limited
SCHE.L,Southern Cross Healthcare Group Plc
SCHO.L,Scholium Group Plc
SCIR.L,
SCLP.L,Scancell Holdings Plc
SCNY.L,ETFS Foreign Exchange Limited
SCOP.L,ETFS Commodity Securities Limited
SCP.L,Schroder UK Mid Cap Fund Plc
SCS.L,Scs Group Plc
SCS5.L,Cred Suis Gp Fun Ltd
SCT.L,Softcat Plc
SD12.L,FTSE Dev Small Cap Ex No
SD13.L,FTSE Dev Europe Small CA
SDEU.L,Ishares V Public Limited Company
SDG.L,
SDHA.L,Ishares IV Plc
SDHG.L,Ishares IV Plc
SDHY.L,Ishares IV Plc
SDI.L,Sdi Group Plc
SDIA.L,Ishares IV Plc
SDIG.L,Ishares IV Plc
SDJP.L,Ishares IV Plc
SDP.L,Schroder Asiapacific Fund Plc
SDR.L,Schroders Plc
SDRY.L,Superdry Plc
SDUE.L,Ishares IV Plc
SDUS.L,Ishares IV Plc
SDV.L,Small Companies Dividend Trust Plc
SDVP.L,Sdv 2025 Zdp Plc
SDWD.L,Ishares IV Plc
SDX.L,Sdx Energy Inc
SDY.L,Speedy Hire Plc
SE15.L,Ishares III Plc
SE17.L,SOCIETE GENERALE ACCEPTANCE NV PUT WTS 16/3/07GSK E0.1 GBX1400 C
SEAG.L,Ishares III Plc
SEC.L,Strategic Equity Capital Plc
SED.L,Saltus European Debt Strategies Limited
SEDM.L,Ishares IV Plc
SEDY.L,Ishares V Public Limited Company
SEE.L,Seeing Machines Limited
SEED.L,Barclays Bank Plc
SEEN.L,
SEGA.L,Ishares III Plc
SEGM.L,Ishares IV Plc
SEIT.L,Sdcl Energy Efficiency Income Trust Plc
SEMA.L,Ishares III Plc
SEMB.L,Ishares II Plc
SEMC.L,UBS ETF
SEMH.L,SSGA SPDR ETFS Europe II
SEML.L,Ishares III Plc
SENX.L,Serinus Energy Plc
SEPL.L,Seplat Petroleum Develop
SEQI.L,Sequoia Economic Infrast
SERE.L,Schroder European Real Estate Investment
SEU3.L,ETFS Foreign Exchange Li
SEUC.L,SSGA SPDR ETFS Europe I
SEUR.L,ETFS Foreign Exchange Limited
SF20.L,Sga Societe Generale Acc
SFE.L,Safestyle UK Plc
SFOR.L,S4 Capital Plc
SFR.L,Severfield-Rowen Plc
SFT.L,sinosoft technology ord gbp0.148642
SGB3.L,ETFS Foreign Exchange Li
SGBP.L,ETFS Foreign Exchange Limited
SGBS.L,ETFS Metal Securities Ld
SGBX.L,ETFS Metal Securities Limited
SGE.L,Sage Group Plc
SGEA.L,Ishares III Plc
SGIL.L,Ishares III Plc
SGLD.L,Source Physical Markets Plc
SGLN.L,Ishares Physical Metals Plc
SGLO.L,Ishares III Plc
SGLP.L,Source Physical Markets Plc
SGQL.L,Multi Units Luxembourg
SGQX.L,Multi Units Luxembourg
SGRO.L,Segro Plc
SGS100.L,FTSE SGX Asia Shariah 10
SGSU.L,Ishares II Plc
SH15.L,SOCIETE GENERALE ACCEPTANCE NV CALL WTS 21/12/07AZN E0.1 GBX3000 C
SH98.L,SOCIETE GENERALE ACCEPTANCE NV CALL WTS 18/03/11(GBP/EUR)EUR1.25
SHC.L,Sherwood Intl
SHED.L,Urban Logistics REIT Plc
SHEL.L,Shell Trnpt (reg)
SHG.L,Shanta Gold Limited
SHI.L,Sig Plc
SHIP.L,Tufton Oceanic Assets Limited
SHLD.L,Ishares IV Plc
SHOE.L,Shoe Zone Plc
SHPP.L,Etfx Fund Company Plc
SHRS.L,Shires Income Plc
SHYG.L,Ishares Plc
SHYU.L,Ishares II Plc
SI63.L,SOCIETE GENERALE ACCEPTANCE NV PUT WTS 19/03/10(AVIVA PLC)GBP1.50
SIGC.L,Sherborne Investors [Guernsey] C Limited
SIHL.L,Symphony International Holdings Ld
SILG.L,UBS Ag
SIME.L,ETFS Commodity Securities Limited
SIS.L,Science IN Sport Plc
SIV.L,Kin and Carta Plc
SJ30.L,SOCIETE GENERALE ACCEPTANCE NV PUT WTS 18/03/11(NASDAQ 100)USD2250
SJ79.L,SOCIETE GENERALE ACCEPTANCE NV PUT WTS 16/12/11(FTSE 250)GBP10000
SJG.L,Schroder Japan Growth Fund Plc
SJNK.L,SSGA SPDR ETFS Europe I
SJP3.L,ETFS Foreign Exchange Li
SJPA.L,Ishares III Plc
SJPN.L,FTSE Shariah Japan 100 Index
SJPNU.L,FTSE Japan 100 Shariah Index USD
SJPY.L,ETFS Foreign Exchange Limited
SK19.L,SOCIETE GENERALE ACCEPTANCE NV CALL WTS 20/6/08BSY E0.1 GBX725 C
SK21.L,SOCIETE GENERALE ACCEPTANCE NV CALL WTS 20/6/08CW. E1 GBX215 C
SKA.L,Shuka Minerals PLC
SKG.L,Smurfit Kappa Group Plc
SKL.L,
SKYP.L,Hanetf Icav
SKYU.L,First Trust Global Funds Public Limited
SKYY.L,Hanetf Icav
SLFR.L,
SLNG.L,Slingsby [H.C.] Plc
SLP.L,Sylvania Platinum Limited
SLQJPLL2.L,FTSE Japan Large Cap Sup
SLQJPLL3.L,FTSE Japan Large Cap Sup
SLQJPLS1.L,FTSE Japan Large Cap Sup
SLQJPLS2.L,FTSE Japan Large Cap Sup
SLQJPLS3.L,FTSE Japan Large Cap Sup
SLQSPL2X.L,FTSE Spain Super Liquid
SLQSPL3X.L,FTSE Spain Super Liquid
SLQSPS1X.L,FTSE Spain Super Liquid
SLQSPS2X.L,FTSE Spain Super Liquid
SLQSPS3X.L,FTSE Spain Super Liquid
SLQUKML2.L,FTSE UK Mid Cap Super Li
SLQUKML3.L,FTSE UK Mid Cap Super Li
SLQUKML4.L,FTSE UK Mid Cap Super Li
SLQUKMS1.L,FTSE UK Mid Cap Super Li
SLQUKMS2.L,FTSE UK Mid Cap Super Li
SLQUKMS3.L,FTSE UK Mid Cap Super Li
SLQUSL2.L,FTSE USA Large Cap Super
SLQUSL3.L,FTSE USA Large Cap Super
SLQUSL4.L,FTSE USA Large Cap Super
SLQUSS1.L,FTSE USA Large Cap Super
SLQUSS2.L,FTSE USA Large Cap Super
SLQUSS3.L,FTSE USA Large Cap Super
SLVP.L,Invesco Physical Markets Public Limited
SLVR.L,ETFS Commodity Securities Limited
SLXX.L,Ishares Plc
SMBS.L,Ishares IV Plc
SMDS.L,Smith [Ds] Plc
SMEA.L,Ishares III Plc
SMEU.L,Source Markets Public Limited Company
SMIF.L,Twentyfour Select Monthl
SMIN.L,Smiths Group Plc
SMJ.L,Smart [J.] & Co. [Contractors] Plc
SML.L,Strategic Minerals Plc
SMN1.L,Shariah Multinationals 1
SMRT.L,Smartspace Software Plc
SMRU.L,Amundi ETF
SMS.L,Smart Metering Systems Plc
SMSD.L,Samsung Electronics CO L
SMSN.L,Samsung Electronics CO L
SMT.L,Scottish Mortgage Investment Trust Plc
SMTC.L,Lyxor Index Fund
SMUD.L,Ishares IV Plc
SMV.L,
SMWH.L,Wh Smith Plc
SMX.L,FTSE Smallcap
SMXX.L,FTSE Smallcap [Exit]
SN.L,Smith & Nephew
SN02.L,SOCIETE GENERALE ACCEPTANCE NV NTS 20/03/13 (PRIVATE EQUITY IDX) EUR0 C
SND.L,Sanderson Group Plc
SNG.L,Synairgen Plc
SNGA.L,ETFS Commodity Securities Limited
SNGR.L,Societatea Nationala DE
SNIK.L,ETFS Commodity Securities Limited
SNR.L,Senior Plc
SNSR.L,SNS REAAL GROEP NV EUR1.63
SNT.L,Sabien Technology Group Plc
SNWS.L,
SNX.L,Synectics Plc
SOHO.L,Triple Point Social Housing REIT Plc
SOI.L,Schroder Oriental Income Fund Limited
SOIL.L,ETFS Commodity Securities Limited
SOLG.L,Solgold Plc
SOLI.L,Solid State Plc
SOM.L,Somero Enterprise Inc
SONG.L,Hipgnosis Songs Fund Limited
SOS.L,Sosandar Plc
SOU.L,Sound Oil Plc
SOUC.L,
SOYB.L,ETFS Commodity Securities Limited
SOYO.L,ETFS Commodity Securities Limited
SOYU.L,UBS Ag
SP01.L,SOCIETE GENERALE ACCEPTANCE NV PUT WTS 20/06/08 F100 E0.001 GBX6700 C
SP5C.L,Multi Units Luxembourg
SP5G.L,Multi Units Luxembourg
SP5L.L,Multi Units Luxembourg
SPA.L,1Spatial Plc
SPAG.L,Ishares V Public Limited Company
SPAL.L,Source Physical Markets Plc
SPDI.L,Spdi Secure Property Dev
SPDM.L,Ishares Physical Metals Plc
SPE.L,Sopheon Plc
SPEC.L,
SPEH.L,Ishares V Public Limited Company
SPGP.L,Ishares V Public Limited Company
SPI.L,Spire Healthcare Group P
SPLT.L,Ishares Physical Metals Plc
SPMD.L,Ishares Vi Plc
SPMV.L,Ishares Vi Plc [The Comp
SPO.L,Sportech Plc
SPOG.L,Ishares V Public Limited Company
SPOL.L,Ishares V Public Limited Company
SPPP.L,Source Physical Markets
SPPT.L,Source Physical Markets Plc
SPR.L,Springfield Properties Plc
SPSC.L,Spectra Systems Corporation
SPSY.L,Spectra Systems Corporation
SPT.L,Spirent Communications Plc
SPX.L,Spirax-Sarco Engineering Plc
SPX4.L,Sga Societe Generale Acc
SPX5.L,SSGA SPDR ETFS Europe I
SPXD.L,Invesco Markets Plc
SPXJ.L,Ishares III Plc
SPXP.L,Source Markets Public Li
SPXS.L,Source Markets Public Limited Company
SPY4.L,SSGA SPDR ETFS Europe I
SPY5.L,SSGA SPDR ETFS Europe I
SQ03.L,SOCIETE GENERALE ACCEPTANCE NV CALL WTS 20/06/08 SL. E1 GBX250 C
SQ04.L,SOCIETE GENERALE ACCEPTANCE NV PUT WTS 20/06/08 SL. E1 GBX200 C
SQ62.L,SOCIETE GENERALE ACCEPTANCE NV PUT WTS 19/12/08AZN E0.1 GBX1900 C
SQ87.L,SOCIETE GENERALE ACCEPTANCE NV PUT WTS 19/12/08BSY E0.1 GBX450 C
SQ96.L,SOCIETE GENERALE ACCEPTANCE NV PUT WTS 19/12/08CNE E0.1 GBX2200 C
SQZ.L,Serica Energy Plc
SR11.L,SOCIETE GENERALE ACCEPTANCE NV CALL WTS 19/12/08EXPN E0.1GBX425 C
SR24.L,SOCIETE GENERALE ACCEPTANCE NV CALL WTS 18/12/09HMSO E0.1 GBX1600 C
SR58.L,SOCIETE GENERALE ACCEPTANCE NV CALL WTS 18/12/09MKS E0.1 GBX650 C
SRAD.L,
SRB.L,Serabi Gold Plc
SRC.L,Sigmaroc Plc
SRE.L,Sirius Real Estate Ld
SREI.L,Schroder Real Estate Investment Trust Li
SRES.L,Sunrise Resources Plc
SRP.L,Serco Group Plc
SRSA.L,Ishares III Plc
SRT.L,Software Radio Technology Plc
SS03.L,FTSE Global Small Cap Ex
SS07.L,FTSE Europe Small Cap In
SS08.L,FTSE Europe Small Cap Ex
SS09.L,FTSE Asia Pacific Small
SSAC.L,Ishares V Public Limited Company
SSE.L,Sse Plc
SSHY.L,Pimco Fixed Income Sourc
SSIL.L,ETFS Commodity Securities Limited
SSIT.L,
SSLN.L,Ishares Physical Metals Plc
SSLV.L,Source Physical Markets Plc
SSON.L,Smithson Investment Trust Plc
SSPG.L,Ssp Group Plc
SST.L,Scottish Oriental Smaller Companies Trus
SSTY.L,Safestay Plc
SSXF.L,Ishares III Plc
ST11.L,SOCIETE GENERALE ACCEPTANCE NV CALL WTS 19/12/08STAN E0.1 GBX2000 C
STAB.L,Standard Chartered Plc
STAC.L,Standard Chartered Plc
STAF.L,Staffline Group Plc
STAN.L,Standard Chartered Plc
STAR.L,Starcom Plc
STB.L,Secure Trust Bank Plc
STCM.L,Steppe Cement Ltd
STEA.L,Pimco Fixed Income Source ETFS Plc
STEM.L,Sthree Plc
STG.L,Stellar Resources Plc
STHE.L,Pimco Fixed Income Sourc
STHS.L,Pimco Fixed Income Source ETFS Plc
STHY.L,Pimco Fixed Income Source ETFS Plc
STIL2X.L,STI 2X Daily Leverage Index
STIL3X.L,STI 3X Daily Leverage Index
STIS1X.L,STI Daily Short Index
STIS2X.L,STI 2X Daily Short Index
STIS3X.L,STI 3X Daily Short Index
STJ.L,St. James's Place Plc
STK.L,Suretrack Monitoring Plc
STLG.L,Russell US Large Cap Factors Growth Styl
STLV.L,Russell US Large Cap Factors Value Style
STM.L,Stm Group PC
STPU.L,Multi Units Luxembourg
STS.L,Securities Trust of Scotland Plc
STVG.L,Stv Group Plc
STX.L,Shield Therapeutics Plc
STYC.L,Pimco Fixed Income Sourc
SU44.L,SOCIETE GENERALE ACCEPTANCE NV PUT WTS 19/12/08(FTSE 100)GBP4700
SUAG.L,Ishares II Plc
SUAS.L,Ishares IV Plc
SUD5.L,ETFS Foreign Exchange Limited
SUES.L,Ishares IV Plc
SUGA.L,ETFS Commodity Securities Limited
SUH.L,Sutton Harbour Group Plc
SUJA.L,Ishares IV Plc
SUJP.L,Ishares IV Plc
SUJS.L,Ishares IV Plc
SUK1.L,Boost Issuer Public Limi
SUK2.L,Go Ucits ETF Solutions P
SUKC.L,SSGA SPDR ETFS Europe II
SUN.L,Surgical Innovations Group Plc
SUOE.L,Ishares II Plc
SUOG.L,Ishares II Plc
SUP.L,
SUP3.L,ETFS Foreign Exchange Li
SUP5.L,ETFS Foreign Exchange Limited
SUPR.L,Supermarket Income REIT Plc
SURE.L,Sure Ventures Plc
SUS.L,S & U Plc
SUSC.L,SSGA SPDR ETFS Europe I
SUSD.L,SSGA SPDR ETFS Europe I
SUSM.L,Ishares IV Plc
SUSS.L,Ishares II Plc
SUSU.L,Ishares II Plc
SUSW.L,Ishares IV Plc
SUUS.L,Ishares IV Plc
SUWS.L,Ishares IV Plc
SV25.L,SOCIETE GENERALE ACCEPTANCE NV CALL WTS 19/12/08(BT GROUP)GBX225
SV44.L,SOCIETE GENERALE ACCEPTANCE NV PUT WTS 10/06/08(BRENT JLY08) USD100
SVE.L,Starvest Plc
SVM.L,Svm UK Emerging Fund Plc
SVML.L,
SVS.L,Savills Plc
SVT.L,Severn Trent Plc
SW11.L,SOCIETE GENERALE ACCEPTANCE NV PUT WTS 20/03/09(FTSE100)GBP4900
SWALLE.L,FTSE Shariah Emerging Index
SWCHN.L,FTSE Shariah China Index
SWDA.L,Ishares III Plc
SWDEURS.L,FTSE Shariah Developed Europe Index
SWDPAC.L,FTSE Shariah Developed Asia Pacific
SWDPACXJ.L,FTSE Shariah Developed Asia Pacific Ex J
SWDXUS.L,FTSE Shariah Developed Ex US Index
SWEF.L,Starwood European Real E
SWG.L,Shearwater Group Plc
SWIND.L,FTSE Shariah India Index
SWLD.L,SSGA SPDR ETFS Europe I Plc
SWORLDS.L,FTSE Shariah All-World Index
SWPACXJA.L,FTSE Shariah Asia Pacific Ex Japan Index
SWPXJAN.L,FTSE Shariah Asia-Pacific
SWRD.L,SSGA SPDR ETFS Europe I Plc
SWUSA.L,FTSE Shariah USA Index
SX30.L,SOCIETE GENERALE ACCEPTANCE NV CALL WTS 15/06/07$JPY E0.1 GBX115 C
SX54.L,SOCIETE GENERALE ACCEPTANCE NV CALL WTS 19/12/08 EUSD E10 USD1.50 C
SX57.L,SOCIETE GENERALE ACCEPTANCE NV PUT WTS 19/12/08 EUR E10 EUR1.40 C
SX5S.L,Source Markets Public Li
SXLB.L,SSGA SPDR ETFS Europe II
SXLC.L,SSGA SPDR ETFS Europe II Plc
SXLE.L,SSGA SPDR ETFS Europe II
SXLF.L,SSGA SPDR ETFS Europe II
SXLI.L,SSGA SPDR ETFS Europe II
SXLK.L,SSGA SPDR ETFS Europe II
SXLP.L,SSGA SPDR ETFS Europe II
SXLU.L,SSGA SPDR ETFS Europe II
SXLV.L,SSGA SPDR ETFS Europe II
SXLY.L,SSGA SPDR ETFS Europe II
SXS.L,Spectris Plc
SYM.L,Symphony Environmental Technologies Plc
SYME.L,Supply@Me Capital PLC
SYN.L,Synnovia Plc
SYNC.L,Syncona Limited
SYNN.L,Synthomer Plc
SYNT.L,Synthomer Plc
SYS.L,Sysgroup Plc
SYS1.L,System1 Group Plc
T10G.L,UBS ETF
T1X.L,FTSE Techmark Focus
T24.L,United Kingdom
T24I.L,United Kingdom
T25.L,United Kingdom
T27.L,United Kingdom
T28.L,United Kingdom
T29.L,United Kingdom
T2IL.L,United Kingdom
T30I.L,United Kingdom
T32.L,United Kingdom
T39.L,United Kingdom
T3GB.L,Invesco Markets II Plc
T40.L,United Kingdom
T41.L,United Kingdom
T42.L,United Kingdom
T42A.L,United Kingdom
T44.L,United Kingdom
